easting,northing,id,name1,name2,latitude,longitude,country_code,state_fips,county,admin3,admin4,population,elevation_meters,dem,timezone
-8997221.959,5107668.069,5168341,Roaming Shores,Roaming Shores,41.64311,-80.82342,US,OH,7,,,1508,265,266,America/New_York
-9422819.749,4966405.13,5168450,Rockford,Rockford,40.68783,-84.64663,US,OH,107,,,1120,248,250,America/New_York
-9051214.138,4935504.135,5168451,Rockford,Rockford,40.47701,-81.30844,US,OH,157,,,1100,317,320,America/New_York
-9110309.203,5082747.688,5168491,Rocky River,Rocky River,41.4756,-81.8393,US,OH,35,,,20213,210,210,America/New_York
-9302344.23,5102702.94,5168673,Rossford,Rossford,41.60977,-83.56438,US,OH,173,,,6293,188,188,America/New_York
-9338894.872,4934648.056,5168837,Russells Point,Russells Point,40.47116,-83.89272,US,OH,91,,,1391,306,306,America/New_York
-9005756.824,4877666.139,5169130,Saint Clairsville,Saint Clairsville,40.08063,-80.90009,US,OH,13,,,5184,388,387,America/New_York
-9422046.079,4926806.33,5169242,Saint Henry,Saint Henry,40.41755,-84.63968,US,OH,107,,,2427,296,296,America/New_York
-9394185.036,4945059.236,5169796,Saint Marys,Saint Marys,40.54227,-84.3894,US,OH,11,,,8332,264,266,America/New_York
-9346346.598,4884617.143,5170013,Saint Paris,Saint Paris,40.12839,-83.95966,US,OH,21,,,2089,368,367,America/New_York
-9000932.237,4997733.934,5170511,Salem,Salem,40.90089,-80.85675,US,OH,29,,,12303,374,374,America/New_York
-8998829.412,4956827.748,5170610,Salineville,Salineville,40.62256,-80.83786,US,OH,29,,,1311,274,279,America/New_York
-9207007.992,5078787.441,5170691,Sandusky,Sandusky,41.44894,-82.70796,US,OH,43,,,25793,181,183,America/New_York
-9065965.084,5017923.183,5170795,Sawyerwood,Sawyerwood,41.03783,-81.44095,US,OH,153,,,1540,334,336,America/New_York
-9018991.598,5000967.235,5171555,Sebring,Sebring,40.92284,-81.01898,US,OH,99,,,4420,336,335,America/New_York
-9092157.447,5070828.79,5171657,Seven Hills,Seven Hills,41.39533,-81.67624,US,OH,35,,,11804,269,271,America/New_York
-9112876.23,5013825.625,5171681,Seville,Seville,41.01006,-81.86236,US,OH,103,,,2296,298,302,America/New_York
-9076665.113,5082501.054,5171728,Shaker Heights,Shaker Heights,41.47394,-81.53707,US,OH,35,,,28448,320,320,America/New_York
-9138913.859,5074661.067,5171854,Sheffield,Sheffield,41.42115,-82.09626,US,OH,93,,,3982,193,200,America/New_York
-9139501.626,5084521.861,5171856,Sheffield Lake,Sheffield Lake,41.48754,-82.10154,US,OH,93,,,9137,183,187,America/New_York
-9201873.937,4994871.26,5171868,Shelby,Shelby,40.88145,-82.66184,US,OH,139,,,9317,336,333,America/New_York
-9130626.123,4965468.549,5172048,Shreve,Shreve,40.68145,-82.02181,US,OH,169,,,1514,275,274,America/New_York
-9368147.407,4907330.723,5172078,Sidney,Sidney,40.28422,-84.1555,US,OH,149,,,21229,290,293,America/New_York
-9067448.973,5035815.098,5172120,Silver Lake,Silver Lake,41.15895,-81.45428,US,OH,153,,,2519,321,326,America/New_York
-9112813.891,4992049.169,5172321,Smithville,Smithville,40.86228,-81.8618,US,OH,169,,,1252,324,323,America/New_York
-9065996.253,5070005.242,5172387,Solon,Solon,41.38978,-81.44123,US,OH,35,,,23348,317,318,America/New_York
-9156447.792,5064976.447,5172425,South Amherst,South Amherst,41.35588,-82.25377,US,OH,93,,,1688,242,243,America/New_York
-9015404.884,5038525.694,5172460,South Canal,South Canal,41.17728,-80.98676,US,OH,155,,,1100,286,294,America/New_York
-9074593.457,5089809.17,5172485,South Euclid,South Euclid,41.52311,-81.51846,US,OH,35,,,22295,292,291,America/New_York
-9057553.783,5076188.763,5172589,South Russell,South Russell,41.43144,-81.36539,US,OH,55,,,3810,342,346,America/New_York
-9390195.346,4969504.709,5172710,Spencerville,Spencerville,40.70894,-84.35356,US,OH,3,,,2223,253,253,America/New_York
-8976131.368,4919825.566,5173048,Steubenville,Steubenville,40.36979,-80.63396,US,OH,81,,,18659,319,318,America/New_York
-9256794.521,5064318.003,5173158,Stony Prairie,Stony Prairie,41.35144,-83.1552,US,OH,143,,,1284,193,190,America/New_York
-9065902.745,5035896.42,5173171,Stow,Stow,41.1595,-81.44039,US,OH,153,,,34837,333,331,America/New_York
-9075520.749,4952754.294,5173189,Strasburg,Strasburg,40.59478,-81.52679,US,OH,157,,,2608,278,279,America/New_York
-9055388.619,5047690.85,5173210,Streetsboro,Streetsboro,41.23922,-81.34594,US,OH,133,,,16028,345,343,America/New_York
-9109907.34,5058841.603,5173237,Strongsville,Strongsville,41.3145,-81.83569,US,OH,35,,,44750,284,283,America/New_York
-8973224.816,5020097.346,5173256,Struthers,Struthers,41.05256,-80.60785,US,OH,99,,,10713,307,307,America/New_York
-9396936.854,5086917.661,5173264,Stryker,Stryker,41.50366,-84.41412,US,OH,171,,,1335,217,217,America/New_York
-9088230.095,4939325.938,5173354,Sugarcreek,Sugarcreek,40.50312,-81.64096,US,OH,157,,,2220,306,305,America/New_York
-9223829.48,4901253.298,5173412,Sunbury,Sunbury,40.24256,-82.85907,US,OH,41,,,4389,296,298,America/New_York
-9338708.968,5099560.48,5173514,Swanton,Swanton,41.58866,-83.89105,US,OH,51,,,3690,208,208,America/New_York
-9318887.42,5118970.556,5173572,Sylvania,Sylvania,41.71894,-83.71299,US,OH,95,,,18965,202,207,America/New_York
-9066057.479,5027317.051,5173623,Tallmadge,Tallmadge,41.10145,-81.44178,US,OH,153,,,17537,340,343,America/New_York
-9259329.266,5029245.085,5173930,Tiffin,Tiffin,41.1145,-83.17797,US,OH,147,,,17963,227,227,America/New_York
-8983460.643,4890202.149,5173962,Tiltonsville,Tiltonsville,40.16674,-80.6998,US,OH,81,,,1372,204,204,America/New_York
-9301323.43,5110771.461,5174035,Toledo,Toledo,41.66394,-83.55521,US,OH,95,,,287208,186,189,America/New_York
-8972452.259,4933634.028,5174095,Toronto,Toronto,40.46423,-80.60091,US,OH,81,,,5091,214,212,America/New_York
-9373466.253,4871683.973,5174358,Troy,Troy,40.0395,-84.20328,US,OH,109,,,25058,252,257,America/New_York
-9062192.466,4923479.034,5174495,Tuscarawas,Tuscarawas,40.39479,-81.40706,US,OH,157,,,1056,258,257,America/New_York
-9065871.575,5058554.082,5174550,Twinsburg,Twinsburg,41.31256,-81.44011,US,OH,153,,,18795,305,304,America/New_York
-9055450.958,4923234.94,5174585,Uhrichsville,Uhrichsville,40.39312,-81.3465,US,OH,157,,,5413,261,263,America/New_York
-9440476.133,4894974.111,5174660,Union City,Union City,40.19949,-84.80524,US,OH,37,,,1666,338,338,America/New_York
-9062316.031,5008663.715,5174747,Uniontown,Uniontown,40.97506,-81.40817,US,OH,151,,,3309,341,347,America/New_York
-9076696.283,5086051.121,5174830,University Heights,University Heights,41.49783,-81.53735,US,OH,35,,,13539,313,315,America/New_York
-9270833.022,4986898.787,5174870,Upper Sandusky,Upper Sandusky,40.82728,-83.28131,US,OH,175,,,6596,258,260,America/New_York
-9323277.86,4881705.743,5174897,Urbana,Urbana,40.10839,-83.75243,US,OH,21,,,11793,320,321,America/New_York
-9178433.392,4900038.554,5174913,Utica,Utica,40.23423,-82.45127,US,OH,89,,,2132,292,295,America/New_York
-9084179.179,5069715.904,5174958,Valley View,Valley View,41.38783,-81.60457,US,OH,35,,,2034,196,199,America/New_York
-9168786.445,5074785.768,5175072,Vermilion,Vermilion,41.42199,-82.36461,US,OH,93,,,10594,181,183,America/New_York
-9415861.168,4993110.485,5175079,Van Wert,Van Wert,40.86949,-84.58412,US,OH,161,,,10846,237,237,America/New_York
-9164240.157,5075734.437,5175080,Vermilion-on-the-Lake,Vermilion-on-the-Lake,41.42838,-82.32377,US,OH,93,,,11006,185,188,America/New_York
-9404760.388,4898335.538,5175092,Versailles,Versailles,40.22255,-84.4844,US,OH,37,,,2687,300,301,America/New_York
-9098125.285,5016119.867,5175496,Wadsworth,Wadsworth,41.02561,-81.72985,US,OH,103,,,21567,356,357,America/New_York
-9172682.627,5049953.14,5175531,Wakeman,Wakeman,41.2545,-82.39961,US,OH,77,,,1047,253,260,America/New_York
-9294428.301,5099436.946,5175538,Walbridge,Walbridge,41.58783,-83.49327,US,OH,173,,,3019,188,187,America/New_York
-9079354.592,5066419.547,5175655,Walton Hills,Walton Hills,41.36561,-81.56123,US,OH,35,,,2281,302,302,America/New_York
-9372384.227,4948804.162,5175670,Wapakoneta,Wapakoneta,40.56783,-84.19356,US,OH,11,,,9867,273,272,America/New_York
-9076571.605,5076724.775,5175726,Warrensville Heights,Warrensville Heights,41.43505,-81.53623,US,OH,35,,,13542,316,318,America/New_York
-9319475.186,5086505.934,5175847,Waterville,Waterville,41.50089,-83.71827,US,OH,95,,,5523,187,190,America/New_York
-8996665.361,5047445.109,5175865,Warren,Warren,41.23756,-80.81842,US,OH,155,,,41557,270,275,America/New_York
-9366601.18,5093692.145,5175877,Wauseon,Wauseon,41.54922,-84.14161,US,OH,51,,,7332,235,234,America/New_York
-9152459.215,5037292.301,5176023,Wellington,Wellington,41.16894,-82.21794,US,OH,93,,,4802,259,261,America/New_York
-8977801.16,4953935.978,5176047,Wellsville,Wellsville,40.60284,-80.64896,US,OH,29,,,3541,213,215,America/New_York
-8963360.796,5046744.931,5176266,West Hill,West Hill,41.23283,-80.51924,US,OH,155,,,2273,318,318,America/New_York
-9100475.239,4906036.44,5176283,West Lafayette,West Lafayette,40.27535,-81.75096,US,OH,31,,,2321,245,242,America/New_York
-9323649.667,4902670.932,5176304,West Liberty,West Liberty,40.25228,-83.75577,US,OH,91,,,1805,332,332,America/New_York
-9140428.918,5008129.983,5176378,West Salem,West Salem,40.97144,-82.10987,US,OH,169,,,1464,339,339,America/New_York
-9399255.639,5099188.395,5176423,West Unity,West Unity,41.58616,-84.43495,US,OH,171,,,1671,240,241,America/New_York
-9231621.844,4884293.935,5176472,Westerville,Westerville,40.12617,-82.92907,US,OH,49,,,36120,265,262,America/New_York
-9120762.103,5016242.34,5176490,Westfield Center,Westfield Center,41.02644,-81.9332,US,OH,103,,,1115,335,340,America/New_York
-9119061.141,5079735.019,5176517,Westlake,Westlake,41.45532,-81.91792,US,OH,35,,,32729,216,225,America/New_York
-9328257.181,5063328.937,5176550,Weston,Weston,41.34477,-83.79716,US,OH,173,,,1590,207,207,America/New_York
-9328999.682,5089189.169,5176713,Whitehouse,Whitehouse,41.51894,-83.80383,US,OH,95,,,4149,199,199,America/New_York
-9067356.577,5102041.911,5176759,Wickliffe,Wickliffe,41.60533,-81.45345,US,OH,85,,,12750,234,238,America/New_York
-9209048.478,5020178.536,5176830,Willard,Willard,41.05311,-82.72629,US,OH,77,,,6236,283,280,America/New_York
-9062130.127,5107170.546,5176937,Willoughby,Willoughby,41.63977,-81.4065,US,OH,85,,,22268,201,202,America/New_York
-9063460.395,5101007.283,5176942,Willoughby Hills,Willoughby Hills,41.59838,-81.41845,US,OH,85,,,9485,245,247,America/New_York
-9069057.539,5106177.069,5177007,Willowick,Willowick,41.6331,-81.46873,US,OH,85,,,14171,190,190,America/New_York
-9022362.352,5047075.03,5177082,Windham,Windham,41.23506,-81.04926,US,OH,133,,,2209,296,299,America/New_York
-8983893.676,4920637.98,5177162,Wintersville,Wintersville,40.37535,-80.70369,US,OH,81,,,3924,385,383,America/New_York
-8992800.348,4876009.155,5177219,Wolfhurst,Wolfhurst,40.06924,-80.7837,US,OH,13,,,1239,208,206,America/New_York
-9280233.953,5079158.738,5177337,Woodville,Woodville,41.45144,-83.36576,US,OH,143,,,2135,194,194,America/New_York
-9121125.005,4983646.618,5177358,Wooster,Wooster,40.80517,-81.93646,US,OH,169,,,26119,304,303,America/New_York
-9241517.034,4879483.466,5177396,Worthington,Worthington,40.09312,-83.01796,US,OH,49,,,13575,263,261,America/New_York
-8984636.177,4888422.177,5177557,Yorkville,Yorkville,40.15452,-80.71036,US,OH,13,,,1079,201,199,America/New_York
-8977863.499,5027070.35,5177568,Youngstown,Youngstown,41.09978,-80.64952,US,OH,99,,,66982,259,267,America/New_York
-8466551.927,4901054.962,5177874,Adamstown,Adamstown,40.2412,-76.05633,US,PA,71,,,1789,144,146,America/New_York
-8482786.762,4888748.433,5177922,Akron,Akron,40.15676,-76.20217,US,PA,71,,,3876,159,160,America/New_York
-8946352.291,5144607.411,5177944,Albion,Albion,41.89061,-80.36645,US,PA,49,,,1516,271,273,America/New_York
-8788337.613,5006288.682,5177945,Albion,Albion,40.95895,-78.94698,US,PA,65,,,1553,440,443,America/New_York
-8416084.123,4940469.401,5177951,Alburtis,Alburtis,40.51093,-75.60297,US,PA,77,,,2361,138,140,America/New_York
-8932282.62,4958906.184,5178027,Aliquippa,Aliquippa,40.63673,-80.24006,US,PA,7,,,9438,226,225,America/New_York
-8459006.692,4900042.928,5178088,Alleghenyville,Alleghenyville,40.23426,-75.98855,US,PA,11,,,1134,172,171,America/New_York
-8403528.397,4954755.617,5178127,Allentown,Allentown,40.60843,-75.49018,US,PA,77,,,118032,103,107,America/New_York
-8900958.429,4947584.999,5178165,Allison Park,Allison Park,40.55951,-79.95867,US,PA,3,,,21552,268,276,America/New_York
-8502699.592,5014485.072,5178166,Almedia,Almedia,41.01453,-76.38105,US,PA,37,,,1078,152,152,America/New_York
-8726862.538,4941604.212,5178195,Altoona,Altoona,40.51868,-78.39474,US,PA,13,,,46320,355,359,America/New_York
-8373626.869,4888426.547,5178225,Ambler,Ambler,40.15455,-75.22157,US,PA,91,,,6417,65,69,America/New_York
-8930612.828,4951940.686,5178228,Ambridge,Ambridge,40.58923,-80.22506,US,PA,7,,,7050,235,237,America/New_York
-8430802.786,4905877.402,5178254,Amity Gardens,Amity Gardens,40.27426,-75.73519,US,PA,11,,,3402,74,74,America/New_York
-8414567.951,4945799.024,5178280,Ancient Oaks,Ancient Oaks,40.54732,-75.58935,US,PA,77,,,6661,120,121,America/New_York
-8517637.555,4913946.33,5178351,Annville,Annville,40.32954,-76.51524,US,PA,75,,,4767,128,126,America/New_York
-8857294.472,4950800.282,5178393,Apollo,Apollo,40.58145,-79.56643,US,PA,5,,,1647,249,251,America/New_York
-8408723.678,5085600.789,5178450,Archbald,Archbald,41.4948,-75.53685,US,PA,69,,,6984,283,289,America/New_York
-8380739.071,4866927.58,5178481,Ardmore,Ardmore,40.00678,-75.28546,US,PA,91,,,12455,107,109,America/New_York
-8373039.102,5010880.051,5178489,Arlington Heights,Arlington Heights,40.99009,-75.21629,US,PA,89,,,6333,155,154,America/New_York
-8879590.653,4950598.013,5178527,Arnold,Arnold,40.58007,-79.76672,US,PA,129,,,5157,241,240,America/New_York
-8498773.354,4980202.942,5178597,Ashland,Ashland,40.78175,-76.34578,US,PA,107,,,2817,301,305,America/New_York
-8448769.752,5043419.405,5178612,Ashley,Ashley,41.21036,-75.89659,US,PA,79,,,2790,210,218,America/New_York
-8894958.308,4937619.044,5178632,Aspinwall,Aspinwall,40.49146,-79.90477,US,PA,3,,,2801,229,228,America/New_York
-8517944.797,5154585.336,5178651,Athens,Athens,41.9573,-76.518,US,PA,15,,,3367,233,233,America/New_York
-8397035.132,4884542.891,5178686,Audubon,Audubon,40.12788,-75.43185,US,PA,91,,,8433,59,64,America/New_York
-8913080.008,4939000.932,5178724,Avalon,Avalon,40.5009,-80.06756,US,PA,3,,,4705,285,287,America/New_York
-8606539.526,5039636.474,5178736,Avis,Avis,41.18479,-77.31386,US,PA,35,,,1484,182,180,America/New_York
-8430926.351,5062592.024,5178741,Avoca,Avoca,41.3398,-75.7363,US,PA,79,,,2661,247,245,America/New_York
-8503691.449,4916299.064,5178743,Avon,Avon,40.34565,-76.38996,US,PA,75,,,1667,146,153,America/New_York
-8935592.149,5167814.051,5178748,Avonia,Avonia,42.04561,-80.26979,US,PA,49,,,1205,205,205,America/New_York
-8845605.925,4943108.221,5178749,Avonmore,Avonmore,40.52895,-79.46143,US,PA,129,,,1011,284,285,America/New_York
-8459870.531,5062015.283,5178800,Back Mountain,Back Mountain,41.33591,-75.99631,US,PA,79,,,26973,389,392,America/New_York
-8930953.466,4958662.675,5178806,Baden,Baden,40.63507,-80.22812,US,PA,7,,,4135,240,237,America/New_York
-8902317.64,4894289.138,5178824,Baidland,Baidland,40.19479,-79.97088,US,PA,125,,,1563,303,308,America/New_York
-8534583.721,4879164.791,5178839,Bainbridge,Bainbridge,40.09093,-76.66747,US,PA,71,,,1355,94,94,America/New_York
-8898483.797,4960985.062,5178883,Bakerstown,Bakerstown,40.6509,-79.93644,US,PA,3,,,1761,331,333,America/New_York
-8375018.363,4867048.206,5178892,Bala-Cynwyd,Bala-Cynwyd,40.00761,-75.23407,US,PA,91,,,9299,93,98,America/New_York
-8903214.875,4915200.759,5178940,Baldwin,Baldwin,40.33813,-79.97894,US,PA,3,,,19767,349,358,America/New_York
-8414320.822,4924579.724,5178975,Bally,Bally,40.40232,-75.58713,US,PA,11,,,1090,147,145,America/New_York
-8371957.077,4992545.221,5178996,Bangor,Bangor,40.86565,-75.20657,US,PA,95,,,5273,158,156,America/New_York
-8769752.824,4962697.497,5179102,Barnesboro,Barnesboro,40.66257,-78.78003,US,PA,21,,,2534,449,446,America/New_York
-8392829.481,4971958.934,5179193,Bath,Bath,40.72565,-75.39407,US,PA,95,,,2693,129,132,America/New_York
-8845635.982,4883810.599,5179338,Bear Rocks,Bear Rocks,40.12285,-79.4617,US,PA,51,,,1048,606,610,America/New_York
-8939487.218,4967507.71,5179446,Beaver,Beaver,40.69534,-80.30478,US,PA,7,,,4531,241,243,America/New_York
-8941095.785,4975831.723,5179478,Beaver Falls,Beaver Falls,40.75201,-80.31923,US,PA,7,,,8987,244,243,America/New_York
-8760505.514,4912848.287,5179577,Beaverdale,Beaverdale,40.32202,-78.69696,US,PA,21,,,1035,586,586,America/New_York
-8739015.286,4868658.631,5179630,Bedford,Bedford,40.01869,-78.50391,US,PA,9,,,2841,341,338,America/New_York
-8368894.678,4928033.153,5179641,Bedminster,Bedminster,40.42594,-75.17906,US,PA,17,,,8402,129,133,America/New_York
-8924088.393,4952063.822,5179751,Bell Acres,Bell Acres,40.59007,-80.16645,US,PA,3,,,1388,358,364,America/New_York
-8379904.175,4980041.228,5179756,Belfast,Belfast,40.78065,-75.27796,US,PA,95,,,1257,160,164,America/New_York
-8890691.432,4884133.791,5179794,Belle Vernon,Belle Vernon,40.12507,-79.86644,US,PA,51,,,1093,246,238,America/New_York
-8658244.09,4999575.09,5179799,Bellefonte,Bellefonte,40.91339,-77.77833,US,PA,27,,,6187,243,240,America/New_York
-8652368.648,4954262.946,5179809,Belleville,Belleville,40.60507,-77.72555,US,PA,87,,,1827,243,242,America/New_York
-8911316.708,4937984.991,5179811,Bellevue,Bellevue,40.49396,-80.05172,US,PA,3,,,8370,299,297,America/New_York
-8719070.173,4954018.086,5179845,Bellwood,Bellwood,40.6034,-78.32474,US,PA,13,,,1828,321,323,America/New_York
-8781935.629,4907780.187,5179856,Belmont,Belmont,40.2873,-78.88947,US,PA,21,,,2784,516,523,America/New_York
-8914811.026,4940057.974,5179911,Ben Avon,Ben Avon,40.50812,-80.08311,US,PA,3,,,1781,258,258,America/New_York
-8906493.234,4882921.148,5180021,Bentleyville,Bentleyville,40.11674,-80.00839,US,PA,125,,,2581,291,289,America/New_York
-8397809.915,4872458.993,5180102,Berwyn,Berwyn,40.04483,-75.43881,US,PA,29,,,3631,150,160,America/New_York
-8960515.47,5008622.431,5180106,Bessemer,Bessemer,40.97478,-80.49368,US,PA,73,,,1111,331,331,America/New_York
-8486248.798,5020388.157,5180119,Berwick,Berwick,41.05453,-76.23327,US,PA,37,,,10477,170,162,America/New_York
-8909956.383,4913658.666,5180199,Bethel Park,Bethel Park,40.32757,-80.0395,US,PA,3,,,32313,365,365,America/New_York
-8390201.228,4957322.015,5180225,Bethlehem,Bethlehem,40.62593,-75.37046,US,PA,95,,,74982,109,111,America/New_York
-8945950.428,4986491.287,5180308,Big Beaver,Big Beaver,40.82451,-80.36284,US,PA,7,,,1970,332,346,America/New_York
-8339889.271,5049959.063,5180607,Birchwood Lakes,Birchwood Lakes,41.25454,-74.9185,US,PA,103,,,1386,344,354,America/New_York
-8438472.699,4904459.308,5180620,Birdsboro,Birdsboro,40.26454,-75.80409,US,PA,11,,,5163,51,52,America/New_York
-8815043.159,4934844.143,5180709,Black Lick,Black Lick,40.4725,-79.18688,US,PA,63,,,1462,285,320,America/New_York
-8823279.688,4928799.446,5180834,Blairsville,Blairsville,40.43118,-79.26087,US,PA,63,,,3412,310,309,America/New_York
-8415155.718,5083536.665,5180843,Blakely,Blakely,41.48091,-75.59463,US,PA,69,,,6564,247,248,America/New_York
-8447687.726,4930264.929,5180859,Blandon,Blandon,40.4412,-75.88687,US,PA,11,,,7152,116,117,America/New_York
-8890042.44,4937903.018,5180876,Blawnox,Blawnox,40.4934,-79.86061,US,PA,3,,,1432,248,246,America/New_York
-8900092.363,4933146.806,5180905,Bloomfield,Bloomfield,40.4609,-79.95089,US,PA,3,,,1095,287,289,America/New_York
-8510926.103,5012887.428,5180934,Bloomsburg,Bloomsburg,41.0037,-76.45495,US,PA,37,,,14855,162,165,America/New_York
-8578709.654,5113093.33,5180948,Blossburg,Blossburg,41.67952,-77.06386,US,PA,117,,,1538,408,409,America/New_York
-8465532.241,4883207.918,5180958,Blue Ball,Blue Ball,40.11871,-76.04717,US,PA,71,,,1031,134,138,America/New_York
-8378605.077,4888103.214,5180961,Blue Bell,Blue Bell,40.15233,-75.26629,US,PA,91,,,6067,109,112,America/New_York
-8659821.488,4979301.787,5181063,Boalsburg,Boalsburg,40.77562,-77.7925,US,PA,27,,,3722,337,337,America/New_York
-8585884.195,4887736.202,5181134,Boiling Springs,Boiling Springs,40.14981,-77.12831,US,PA,41,,,3225,144,148,America/New_York
-8797459.132,4889434.478,5181248,Boswell,Boswell,40.16147,-79.02892,US,PA,111,,,1277,566,567,America/New_York
-8462222.712,4894576.238,5181326,Bowmansville,Bowmansville,40.19676,-76.01744,US,PA,71,,,2077,132,133,America/New_York
-8419917.966,4914555.27,5181375,Boyertown,Boyertown,40.33371,-75.63741,US,PA,11,,,4055,128,129,America/New_York
-8876745.326,4954710.161,5181390,Brackenridge,Brackenridge,40.60812,-79.74116,US,PA,3,,,3260,252,255,America/New_York
-8890907.392,4924737.602,5181396,Braddock,Braddock,40.4034,-79.86838,US,PA,3,,,2159,233,234,America/New_York
-8890536.698,4926768.315,5181400,Braddock Hills,Braddock Hills,40.41729,-79.86505,US,PA,3,,,1880,312,309,America/New_York
-8754601.128,5154375.765,5181407,Bradford,Bradford,41.9559,-78.64392,US,PA,83,,,8770,442,436,America/New_York
-8914656.292,4959029.408,5181428,Bradford Woods,Bradford Woods,40.63757,-80.08172,US,PA,3,,,1171,370,374,America/New_York
-8902750.673,4919948.301,5181553,Brentwood,Brentwood,40.37063,-79.97477,US,PA,3,,,9643,360,372,America/New_York
-8551559.943,4899353.23,5181562,Bressler,Bressler,40.22953,-76.81997,US,PA,43,,,1437,149,151,America/New_York
-8419237.804,4944252.125,5181570,Breinigsville,Breinigsville,40.53676,-75.6313,US,PA,77,,,4138,124,129,America/New_York
-8493950.993,4898828.333,5181605,Brickerville,Brickerville,40.22593,-76.30246,US,PA,71,,,1309,164,164,America/New_York
-8387387.071,4881228.355,5181624,Bridgeport,Bridgeport,40.10511,-75.34518,US,PA,91,,,4554,28,31,America/New_York
-8917811.087,4917837.188,5181636,Bridgeville,Bridgeville,40.35618,-80.11006,US,PA,3,,,5148,264,263,America/New_York
-8332467.601,4880582.172,5181688,Bristol,Bristol,40.10067,-74.85183,US,PA,17,,,9726,6,9,America/New_York
-8771916.875,5049172.827,5181752,Brockway,Brockway,41.24923,-78.79947,US,PA,65,,,2072,447,446,America/New_York
-8392798.312,5001217.694,5181761,Brodheadsville,Brodheadsville,40.92454,-75.39379,US,PA,89,,,1800,227,229,America/New_York
-8803489.309,5036143.346,5181828,Brookville,Brookville,41.16117,-79.08309,US,PA,65,,,3924,388,388,America/New_York
-8484085.86,4883935.798,5181940,Brownstown,Brownstown,40.12371,-76.21384,US,PA,71,,,2816,107,103,America/New_York
-8892639.523,4869385.443,5181946,Brownsville,Brownsville,40.02369,-79.88394,US,PA,51,,,2331,243,247,America/New_York
-8436617.003,5058145.045,5181950,Browntown,Browntown,41.3098,-75.78742,US,PA,79,,,1418,215,216,America/New_York
-8356463.63,4885069.942,5182059,Bryn Athyn,Bryn Athyn,40.1315,-75.06739,US,PA,91,,,1375,72,77,America/New_York
-8915212.89,4910211.732,5182063,Bryn Mawr,Bryn Mawr,40.30396,-80.08672,US,PA,3,,,5009,356,352,America/New_York
-8382873.066,4868824.34,5182064,Bryn Mawr,Bryn Mawr,40.01983,-75.30463,US,PA,91,,,3779,128,131,America/New_York
-8949290.012,4921611.212,5182414,Burgettstown,Burgettstown,40.38201,-80.39284,US,PA,125,,,1388,302,299,America/New_York
-8634898.167,4959192.242,5182434,Burnham,Burnham,40.63868,-77.56861,US,PA,87,,,2054,171,169,America/New_York
-8893907.452,4991887.258,5182534,Butler,Butler,40.86118,-79.89533,US,PA,19,,,13757,318,323,America/New_York
-8893504.476,4875484.041,5182733,California,California,40.06563,-79.89171,US,PA,125,,,6795,242,241,America/New_York
-8848265.348,4896637.189,5182768,Calumet,Calumet,40.2109,-79.48532,US,PA,129,,,1241,305,305,America/New_York
-8911842.136,5131615.38,5182842,Cambridge Springs,Cambridge Springs,41.80367,-80.05644,US,PA,39,,,2595,352,355,America/New_York
-8562691.892,4900852.256,5182928,Camp Hill,Camp Hill,40.23981,-76.91997,US,PA,41,,,7888,135,132,America/New_York
-8525431.032,4906363.278,5183096,Campbelltown,Campbelltown,40.27759,-76.58525,US,PA,75,,,3616,137,139,America/New_York
-8926407.178,4904171.921,5183161,Canonsburg,Canonsburg,40.26257,-80.18728,US,PA,125,,,8992,334,336,America/New_York
-8555269.109,5109656.925,5183169,Canton,Canton,41.65646,-76.85329,US,PA,15,,,1976,374,377,America/New_York
-8404827.496,5097332.65,5183204,Carbondale,Carbondale,41.57369,-75.50185,US,PA,69,,,8891,331,327,America/New_York
-8592625.703,4895264.146,5183234,Carlisle,Carlisle,40.20148,-77.18887,US,PA,41,,,18682,146,147,America/New_York
-8619434.776,5030765.622,5183416,Castanea,Castanea,41.12479,-77.4297,US,PA,35,,,1125,182,180,America/New_York
-8908039.462,4919095.035,5183428,Castle Shannon,Castle Shannon,40.36479,-80.02228,US,PA,3,,,8316,313,317,America/New_York
-8401797.379,4961560.242,5183438,Catasauqua,Catasauqua,40.65482,-75.47463,US,PA,77,,,6436,95,100,America/New_York
-8511451.531,5005268.673,5183443,Catawissa,Catawissa,40.95203,-76.45967,US,PA,37,,,1552,158,160,America/New_York
-8405476.489,4966615.066,5183576,Cementon,Cementon,40.68926,-75.50768,US,PA,77,,,1538,96,99,America/New_York
-8902844.181,4872534.608,5183683,Centerville,Centerville,40.04535,-79.97561,US,PA,125,,,3263,359,354,America/New_York
-8772195.174,4882031.777,5183709,Central City,Central City,40.11063,-78.80197,US,PA,111,,,1124,666,671,America/New_York
-8647978.207,4989882.734,5183766,Centre Hall,Centre Hall,40.84756,-77.68611,US,PA,27,,,1265,404,406,America/New_York
-8372234.262,4907946.552,5183803,Chalfont,Chalfont,40.28844,-75.20906,US,PA,17,,,4009,87,87,America/New_York
-8894215.807,4885994.533,5183891,Charleroi,Charleroi,40.13785,-79.8981,US,PA,125,,,4120,236,241,America/New_York
-8408909.582,4976121.215,5184071,Cherryville,Cherryville,40.75398,-75.53852,US,PA,95,,,1580,221,224,America/New_York
-8417631.464,4879771.591,5184082,Chester Springs,Chester Springs,40.0951,-75.61687,US,PA,29,,,7520,78,85,America/New_York
